"DECB" ,DECB ,2 ,1 ,INH    
"???"  ,XXX  ,1 ,1 ,nullptr
"INCB" ,INCB ,2 ,1 ,INH    
"TSTB" ,TSTB ,2 ,1 ,INH    
"???"  ,XXX  ,1 ,1 ,nullptr
"CLRB" ,CLRB ,2 ,1 ,INH    
"NEG"  ,NEG  ,6 ,2 ,IDX    
"???"  ,XXX  ,1 ,1 ,nullptr
"???"  ,XXX  ,1 ,1 ,nullptr
"COM"  ,COM  ,6 ,2 ,IDX    
"LSR"  ,LSR  ,6 ,2 ,IDX    
"???"  ,XXX  ,1 ,1 ,nullptr
"ROR"  ,ROR  ,6 ,2 ,IDX    
"ASR"  ,ASR  ,6 ,2 ,IDX    
"ASL/LSL"  ,LSL  ,6 ,2 ,IDX
"ROL"  ,ROL  ,6 ,2 ,IDX    
"DEC"  ,DEC  ,6 ,2 ,IDX    
"???"  ,XXX  ,1 ,1 ,nullptr
"INC"  ,INC  ,6 ,2 ,IDX    
"TST"  ,TST  ,6 ,2 ,IDX    
"JMP"  ,JMP  ,3 ,2 ,IDX    
"CLR"  ,CLR  ,6 ,2 ,IDX    
"NEG"  ,NEG  ,7 ,3 ,EXT    
"???"  ,XXX  ,1 ,1 ,nullptr
"???"  ,XXX  ,1 ,1 ,nullptr
"COM"  ,COM  ,7 ,3 ,EXT    
"LSR"  ,LSR  ,7 ,3 ,EXT    
"???"  ,XXX  ,1 ,1 ,nullptr
"ROR"  ,ROR  ,7 ,3 ,EXT    
"ASR"  ,ASR  ,7 ,3 ,EXT    
"ASL/LSL"  ,LSL  ,7 ,3 ,EXT
"ROL"  ,ROL  ,7 ,3 ,EXT    
"DEC"  ,DEC  ,7 ,3 ,EXT    
"???"  ,XXX  ,1 ,1 ,nullptr
"INC"  ,INC  ,7 ,3 ,EXT    
"TST"  ,TST  ,7 ,3 ,EXT    
"JMP"  ,JMP  ,4 ,3 ,EXT    
"CLR"  ,CLR  ,7 ,3 ,EXT    
"SUBA" ,SUBA ,2 ,2 ,IMM    
"CMPA" ,CMPA ,2 ,2 ,IMM    
"SBCA" ,SBCA ,2 ,2 ,IMM    
"SUBD" ,SUBD ,4 ,3 ,IMM    
"ANDA" ,ANDA ,2 ,2 ,IMM    
"BITA" ,BITA ,2 ,2 ,IMM    
"LDA"  ,LDA  ,2 ,2 ,IMM    
"???"  ,XXX  ,1 ,1 ,nullptr
"EORA" ,EORA ,2 ,2 ,IMM    
"ADCA" ,ADCA ,2 ,2 ,IMM    
"ORA"  ,ORA  ,2 ,2 ,IMM    
"ADDA" ,ADDA ,2 ,2 ,IMM    
"CMPX" ,CMPX ,4 ,3 ,IMM    
"BSR"  ,BSR  ,7 ,2 ,REL    
"LDX"  ,LDX  ,3 ,3 ,IMM    
"???"  ,XXX  ,1 ,1 ,nullptr
"SUBA" ,SUBA ,4 ,2 ,DIR    
"CMPA" ,CMPA ,4 ,2 ,DIR    
"SBCA" ,SBCA ,4 ,2 ,DIR    
"SUBD" ,SUBD ,6 ,2 ,DIR    
"ANDA" ,ANDA ,4 ,2 ,DIR    
"BITA" ,BITA ,4 ,2 ,DIR    
"LDA"  ,LDA  ,4 ,2 ,DIR    
"STA"  ,STA  ,4 ,2 ,DIR    
"EORA" ,EORA ,4 ,2 ,DIR    
"ADCA" ,ADCA ,4 ,2 ,DIR    
"ORA"  ,ORA  ,4 ,2 ,DIR    
"ADDA" ,ADDA ,4 ,2 ,DIR    
"CMPX" ,CMPX ,6 ,2 ,DIR    
"JSR"  ,JSR  ,7 ,2 ,DIR    
"LDX"  ,LDX  ,5 ,2 ,DIR    
"STX"  ,STX  ,5 ,2 ,DIR    
"SUBA" ,SUBA ,4 ,2 ,IDX    
"CMPA" ,CMPA ,4 ,2 ,IDX    
"SBCA" ,SBCA ,4 ,2 ,IDX    
"SUBD" ,SUBD ,4 ,2 ,IDX    
"ANDA" ,ANDA ,4 ,2 ,IDX    
"BITA" ,BITA ,4 ,2 ,IDX    
"LDA"  ,LDA  ,4 ,2 ,IDX    
"STA"  ,STA  ,4 ,2 ,IDX    
"EORA" ,EORA ,4 ,2 ,IDX    
"ADCA" ,ADCA ,4 ,2 ,IDX    
"ORA"  ,ORA  ,4 ,2 ,IDX    
"ADDA" ,ADDA ,4 ,2 ,IDX    
"CMPX" ,CMPX ,6 ,2 ,IDX    
"JSR"  ,JSR  ,7 ,2 ,IDX    
"LDX"  ,LDX  ,5 ,2 ,IDX    
"STX"  ,STX  ,5 ,2 ,IDX    
"SUBA" ,SUBA ,5 ,3 ,EXT    
"CMPA" ,CMPA ,5 ,3 ,EXT    
"SBCA" ,SBCA ,5 ,3 ,EXT    
"SUBD" ,SUBD ,7 ,3 ,EXT    
"ANDA" ,ANDA ,5 ,3 ,EXT    
"BITA" ,BITA ,5 ,3 ,EXT    
"LDA"  ,LDA  ,5 ,3 ,EXT    
"STA"  ,STA  ,5 ,3 ,EXT    
"EORA" ,EORA ,5 ,3 ,EXT    
"ADCA" ,ADCA ,5 ,3 ,EXT    
"ORA"  ,ORA  ,5 ,3 ,EXT    
"ADDA" ,ADDA ,5 ,3 ,EXT    
"CMPX" ,CMPX ,7 ,3 ,EXT    
"JSR"  ,JSR  ,8 ,3 ,EXT    
"LDX"  ,LDX  ,6 ,3 ,EXT    
"STX"  ,STX  ,6 ,3 ,EXT    
"SUBB" ,SUBB ,2 ,2 ,IMM    
"CMPB" ,CMPB ,2 ,2 ,IMM    
"SBCB" ,SBCB ,2 ,2 ,IMM    
"ADDD" ,ADDD ,4 ,3 ,IMM    
"ANDB" ,ANDB ,2 ,2 ,IMM    
"BITB" ,BITB ,2 ,2 ,IMM    
"LDB"  ,LDB  ,2 ,2 ,IMM    
"???"  ,XXX  ,1 ,1 ,nullptr
"EORB" ,EORB ,2 ,2 ,IMM    
"ADCB" ,ADCB ,2 ,2 ,IMM    
"ORB"  ,ORB  ,2 ,2 ,IMM    
"ADDB" ,ADDB ,2 ,2 ,IMM    
"LDD"  ,LDD  ,3 ,3 ,IMM    
"???"  ,XXX  ,1 ,1 ,nullptr
"LDU"  ,LDU  ,3 ,3 ,IMM    
"???"  ,XXX  ,1 ,1 ,nullptr
"SUBB" ,SUBB ,4 ,2 ,DIR    
"CMPB" ,CMPB ,4 ,2 ,DIR    
"SBCB" ,SBCB ,4 ,2 ,DIR    
"ADDD" ,ADDD ,6 ,2 ,DIR    
"ANDB" ,ANDB ,4 ,2 ,DIR    
"BITB" ,BITB ,4 ,2 ,DIR    
"LDB"  ,LDB  ,4 ,2 ,DIR    
"STB"  ,STB  ,4 ,2 ,DIR    
"EORB" ,EORB ,4 ,2 ,DIR    
"ADCB" ,ADCB ,4 ,2 ,DIR    
"ORB"  ,ORB  ,4 ,2 ,DIR    
"ADDB" ,ADDB ,4 ,2 ,DIR    
"LDD"  ,LDD  ,5 ,2 ,DIR    
"STD"  ,STD  ,5 ,2 ,DIR    
"LDU"  ,LDU  ,5 ,2 ,DIR    
"STU"  ,STU  ,5 ,2 ,DIR    
"SUBB" ,SUBB ,4 ,2 ,IDX    
"CMPB" ,CMPB ,4 ,2 ,IDX    
"SBCB" ,SBCB ,4 ,2 ,IDX    
"ADDD" ,ADDD ,6 ,2 ,IDX    
"ANDB" ,ANDB ,4 ,2 ,IDX    
"BITB" ,BITB ,4 ,2 ,IDX    
"LDB"  ,LDB  ,4 ,2 ,IDX    
"STB"  ,STB  ,4 ,2 ,IDX    
"EORB" ,EORB ,4 ,2 ,IDX    
"ADCB" ,ADCB ,4 ,2 ,IDX    
"ORB"  ,ORB  ,4 ,2 ,IDX    
"ADDB" ,ADDB ,4 ,2 ,IDX    
"LDD"  ,LDD  ,5 ,2 ,IDX    
"STD"  ,STD  ,5 ,2 ,IDX    
"LDU"  ,LDU  ,5 ,2 ,IDX    
"STU"  ,STU  ,5 ,2 ,IDX    
"SUBB" ,SUBB ,5 ,3 ,EXT    
"CMPB" ,CMPB ,5 ,3 ,EXT    
"SBCB" ,SBCB ,5 ,3 ,EXT    
"ADDD" ,ADDD ,7 ,3 ,EXT    
"ANDB" ,ANDB ,5 ,3 ,EXT    
"BITB" ,BITB ,5 ,3 ,EXT    
"LDB"  ,LDB  ,5 ,3 ,EXT    
"STB"  ,STB  ,5 ,3 ,EXT    
"EORB" ,EORB ,5 ,3 ,EXT    
"ADCB" ,ADCB ,5 ,3 ,EXT    
"ORB"  ,ORB  ,5 ,3 ,EXT    
"ADDB" ,ADDB ,5 ,3 ,EXT    
"LDD"  ,LDD  ,6 ,3 ,EXT    
"STD"  ,STD  ,6 ,3 ,EXT    
"LDU"  ,LDU  ,6 ,3 ,EXT    
"STU"  ,STU  ,6 ,3 ,EXT    
